filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
HM_Img_001.jpg,281027,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":615,""y"":226,""width"":201,""height"":188}","{""CLASS"":""Masks""}"
HM_Img_002.jpg,23932,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":372,""y"":9,""width"":162,""height"":116}","{""CLASS"":""HardHat""}"
HM_Img_002.jpg,23932,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":397,""y"":145,""width"":89,""height"":91}","{""CLASS"":""Masks""}"
HM_Img_003.jpg,7240,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":57,""y"":26,""width"":104,""height"":68}","{""CLASS"":""HardHat""}"
HM_Img_003.jpg,7240,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":68,""y"":97,""width"":69,""height"":60}","{""CLASS"":""Masks""}"
HM_Img_004.jpg,244107,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":473,""y"":10,""width"":315,""height"":187}","{""CLASS"":""HardHat""}"
HM_Img_004.jpg,244107,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":508,""y"":236,""width"":194,""height"":170}","{""CLASS"":""Masks""}"
HM_Img_005.jpg,266774,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":465,""y"":38,""width"":292,""height"":163}","{""CLASS"":""HardHat""}"
HM_Img_005.jpg,266774,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":511,""y"":199,""width"":206,""height"":133}","{""CLASS"":""Masks""}"
HM_Img_006.jpg,28868,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":138,""y"":-1,""width"":218,""height"":164}","{""CLASS"":""HardHat""}"
HM_Img_006.jpg,28868,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":240,""y"":134,""width"":103,""height"":61}","{""CLASS"":""Masks""}"
HM_Img_007.jpg,65132,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":27,""y"":2,""width"":319,""height"":165}","{""CLASS"":""HardHat""}"
HM_Img_007.jpg,65132,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":163,""y"":152,""width"":135,""height"":125}","{""CLASS"":""Masks""}"
HM_Img_008.jpg,58777,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":442,""y"":12,""width"":172,""height"":116}","{""CLASS"":""HardHat""}"
HM_Img_008.jpg,58777,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":475,""y"":124,""width"":95,""height"":66}","{""CLASS"":""Masks""}"
HM_Img_009.jpg,108651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":602,""y"":53,""width"":368,""height"":223}","{""CLASS"":""HardHat""}"
HM_Img_009.jpg,108651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":683,""y"":283,""width"":226,""height"":209}","{""CLASS"":""Masks""}"
HM_Img_010.jpg,7973,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":102,""y"":29,""width"":48,""height"":32}","{""CLASS"":""HardHat""}"
HM_Img_010.jpg,7973,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":117,""y"":63,""width"":24,""height"":23}","{""CLASS"":""Masks""}"
HMB_Img_001.jpg,49449,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":135,""y"":199,""width"":64,""height"":53}","{""CLASS"":""HardHat""}"
HMB_Img_001.jpg,49449,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":138,""y"":242,""width"":46,""height"":26}","{""CLASS"":""Masks""}"
HMB_Img_001.jpg,49449,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":109,""y"":244,""width"":91,""height"":133}","{""CLASS"":""Vests""}"
HMB_Img_002.jpg,229404,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,0,"{""name"":""rect"",""x"":184,""y"":81,""width"":222,""height"":127}","{""CLASS"":""HardHat""}"
HMB_Img_002.jpg,229404,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,1,"{""name"":""rect"",""x"":472,""y"":63,""width"":91,""height"":88}","{""CLASS"":""HardHat""}"
HMB_Img_002.jpg,229404,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,2,"{""name"":""rect"",""x"":788,""y"":96,""width"":132,""height"":89}","{""CLASS"":""HardHat""}"
HMB_Img_002.jpg,229404,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,3,"{""name"":""rect"",""x"":270,""y"":200,""width"":86,""height"":58}","{""CLASS"":""Masks""}"
HMB_Img_002.jpg,229404,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,4,"{""name"":""rect"",""x"":477,""y"":139,""width"":63,""height"":55}","{""CLASS"":""Masks""}"
HMB_Img_002.jpg,229404,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,5,"{""name"":""rect"",""x"":831,""y"":190,""width"":66,""height"":53}","{""CLASS"":""Masks""}"
HMB_Img_002.jpg,229404,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,6,"{""name"":""rect"",""x"":705,""y"":641,""width"":255,""height"":113}","{""CLASS"":""Boots""}"
HMB_Img_002.jpg,229404,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,7,"{""name"":""rect"",""x"":444,""y"":672,""width"":53,""height"":63}","{""CLASS"":""Boots""}"
HMB_Img_002.jpg,229404,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,8,"{""name"":""rect"",""x"":333,""y"":829,""width"":132,""height"":63}","{""CLASS"":""Boots""}"
HV_001.jpg,44453,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":395,""y"":156,""width"":212,""height"":130}","{""CLASS"":""HardHat""}"
HV_001.jpg,44453,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":309,""y"":355,""width"":356,""height"":144}","{""CLASS"":""Vests""}"
HV_002.jpg,27167,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":78,""y"":70,""width"":131,""height"":74}","{""CLASS"":""HardHat""}"
HV_002.jpg,27167,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":31,""y"":178,""width"":225,""height"":277}","{""CLASS"":""Vests""}"
HV_003.jpg,26612,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":139,""y"":84,""width"":90,""height"":77}","{""CLASS"":""HardHat""}"
HV_003.jpg,26612,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":71,""y"":182,""width"":186,""height"":189}","{""CLASS"":""Vests""}"
HV_004.jpg,64564,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":50,""y"":0,""width"":200,""height"":136}","{""CLASS"":""HardHat""}"
HV_004.jpg,64564,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":10,""y"":153,""width"":317,""height"":346}","{""CLASS"":""Vests""}"
HV_005.jpg,85240,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":390,""y"":19,""width"":186,""height"":132}","{""CLASS"":""HardHat""}"
HV_005.jpg,85240,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":483,""y"":106,""width"":134,""height"":248}","{""CLASS"":""Vests""}"
HV_006.jpg,87834,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":366,""y"":226,""width"":33,""height"":33}","{""CLASS"":""HardHat""}"
HV_006.jpg,87834,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":358,""y"":260,""width"":60,""height"":62}","{""CLASS"":""Vests""}"
HV_006.jpg,87834,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":337,""y"":372,""width"":50,""height"":37}","{""CLASS"":""Boots""}"
HV_007.jpg,73523,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":289,""y"":181,""width"":92,""height"":84}","{""CLASS"":""HardHat""}"
HV_007.jpg,73523,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":185,""y"":128,""width"":52,""height"":43}","{""CLASS"":""HardHat""}"
HV_007.jpg,73523,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":162,""y"":172,""width"":81,""height"":64}","{""CLASS"":""Vests""}"
HV_007.jpg,73523,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":273,""y"":299,""width"":136,""height"":166}","{""CLASS"":""Vests""}"
HV_008.jpg,21953,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":76,""y"":54,""width"":69,""height"":70}","{""CLASS"":""HardHat""}"
HV_008.jpg,21953,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":36,""y"":126,""width"":127,""height"":94}","{""CLASS"":""Vests""}"
HV_009.jpg,91468,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":326,""y"":62,""width"":77,""height"":54}","{""CLASS"":""HardHat""}"
HV_009.jpg,91468,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":291,""y"":114,""width"":112,""height"":117}","{""CLASS"":""Vests""}"
HV_009.jpg,91468,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":434,""y"":302,""width"":56,""height"":48}","{""CLASS"":""Boots""}"
HV_010.jpg,10093,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":138,""y"":15,""width"":38,""height"":28}","{""CLASS"":""HardHat""}"
HV_010.jpg,10093,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":121,""y"":36,""width"":76,""height"":70}","{""CLASS"":""Vests""}"
HV_011.jpg,10036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":53,""y"":31,""width"":76,""height"":56}","{""CLASS"":""HardHat""}"
HV_011.jpg,10036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":37,""y"":96,""width"":110,""height"":171}","{""CLASS"":""Vests""}"
HV_013.jpg,430470,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":924,""y"":228,""width"":343,""height"":273}","{""CLASS"":""HardHat""}"
HV_013.jpg,430470,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1354,""y"":153,""width"":320,""height"":223}","{""CLASS"":""HardHat""}"
HV_013.jpg,430470,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":785,""y"":590,""width"":637,""height"":684}","{""CLASS"":""Vests""}"
HV_013.jpg,430470,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1418,""y"":437,""width"":616,""height"":755}","{""CLASS"":""Vests""}"
HV_014.jpg,10973,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",5,0,"{""name"":""rect"",""x"":163,""y"":6,""width"":59,""height"":46}","{""CLASS"":""HardHat""}"
HV_014.jpg,10973,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",5,1,"{""name"":""rect"",""x"":60,""y"":78,""width"":25,""height"":31}","{""CLASS"":""Vests""}"
HV_014.jpg,10973,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",5,2,"{""name"":""rect"",""x"":150,""y"":51,""width"":96,""height"":107}","{""CLASS"":""Vests""}"
HV_014.jpg,10973,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",5,3,"{""name"":""rect"",""x"":108,""y"":50,""width"":27,""height"":50}","{""CLASS"":""Vests""}"
HV_014.jpg,10973,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",5,4,"{""name"":""rect"",""x"":48,""y"":50,""width"":40,""height"":27}","{""CLASS"":""HardHat""}"
HV_015.jpg,6093,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":57,""y"":11,""width"":101,""height"":50}","{""CLASS"":""HardHat""}"
HV_015.jpg,6093,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":57,""y"":96,""width"":113,""height"":83}","{""CLASS"":""Vests""}"
HVB_Img_001.jpg,42862,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":145,""y"":204,""width"":44,""height"":44}","{""CLASS"":""HardHat""}"
HVB_Img_001.jpg,42862,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":133,""y"":233,""width"":78,""height"":74}","{""CLASS"":""Vests""}"
HVB_Img_001.jpg,42862,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":155,""y"":375,""width"":60,""height"":45}","{""CLASS"":""Boots""}"
HVB_Img_001.jpg,42862,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":21,""y"":296,""width"":67,""height"":55}","{""CLASS"":""HardHat""}"
HVB_Img_002.jpg,32162,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":142,""y"":51,""width"":50,""height"":39}","{""CLASS"":""HardHat""}"
HVB_Img_002.jpg,32162,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":141,""y"":96,""width"":75,""height"":90}","{""CLASS"":""Vests""}"
HVB_Img_002.jpg,32162,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":146,""y"":225,""width"":76,""height"":44}","{""CLASS"":""Boots""}"
HVB_Img_003.jpg,48533,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":279,""y"":100,""width"":77,""height"":60}","{""CLASS"":""HardHat""}"
HVB_Img_003.jpg,48533,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":297,""y"":171,""width"":92,""height"":134}","{""CLASS"":""Vests""}"
HVB_Img_003.jpg,48533,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":290,""y"":398,""width"":120,""height"":100}","{""CLASS"":""Boots""}"
HVB_Img_004.jpg,115646,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,0,"{""name"":""rect"",""x"":113,""y"":18,""width"":79,""height"":56}","{""CLASS"":""HardHat""}"
HVB_Img_004.jpg,115646,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,1,"{""name"":""rect"",""x"":319,""y"":95,""width"":40,""height"":60}","{""CLASS"":""HardHat""}"
HVB_Img_004.jpg,115646,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,2,"{""name"":""rect"",""x"":518,""y"":58,""width"":60,""height"":65}","{""CLASS"":""HardHat""}"
HVB_Img_004.jpg,115646,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,3,"{""name"":""rect"",""x"":66,""y"":48,""width"":43,""height"":53}","{""CLASS"":""HardHat""}"
HVB_Img_004.jpg,115646,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,4,"{""name"":""rect"",""x"":50,""y"":388,""width"":136,""height"":64}","{""CLASS"":""Boots""}"
HVB_Img_004.jpg,115646,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,5,"{""name"":""rect"",""x"":353,""y"":314,""width"":132,""height"":73}","{""CLASS"":""Boots""}"
HVB_Img_004.jpg,115646,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,6,"{""name"":""rect"",""x"":540,""y"":345,""width"":120,""height"":43}","{""CLASS"":""Boots""}"
HVB_Img_004.jpg,115646,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,7,"{""name"":""rect"",""x"":58,""y"":81,""width"":123,""height"":153}","{""CLASS"":""Vests""}"
HVB_Img_004.jpg,115646,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,8,"{""name"":""rect"",""x"":550,""y"":69,""width"":106,""height"":134}","{""CLASS"":""Vests""}"
HVB_Img_004.jpg,115646,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,9,"{""name"":""rect"",""x"":384,""y"":98,""width"":79,""height"":138}","{""CLASS"":""Vests""}"
HVB_Img_005.jpg,42124,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":80,""y"":109,""width"":60,""height"":50}","{""CLASS"":""HardHat""}"
HVB_Img_005.jpg,42124,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":74,""y"":168,""width"":90,""height"":102}","{""CLASS"":""Vests""}"
HVB_Img_005.jpg,42124,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":48,""y"":345,""width"":83,""height"":52}","{""CLASS"":""Boots""}"
HVB_Img_006.jpg,78423,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":142,""y"":257,""width"":43,""height"":26}","{""CLASS"":""HardHat""}"
HVB_Img_006.jpg,78423,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":132,""y"":282,""width"":76,""height"":83}","{""CLASS"":""Vests""}"
HVB_Img_006.jpg,78423,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":123,""y"":411,""width"":91,""height"":64}","{""CLASS"":""Boots""}"
HVB_Img_007.jpg,77173,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":154,""y"":194,""width"":51,""height"":61}","{""CLASS"":""HardHat""}"
HVB_Img_007.jpg,77173,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":116,""y"":256,""width"":131,""height"":172}","{""CLASS"":""Vests""}"
HVB_Img_007.jpg,77173,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":140,""y"":629,""width"":101,""height"":67}","{""CLASS"":""Boots""}"
HVB_Img_008.jpg,68196,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""rect"",""x"":128,""y"":32,""width"":67,""height"":47}","{""CLASS"":""HardHat""}"
HVB_Img_008.jpg,68196,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""rect"",""x"":227,""y"":35,""width"":59,""height"":41}","{""CLASS"":""HardHat""}"
HVB_Img_008.jpg,68196,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""rect"",""x"":103,""y"":113,""width"":123,""height"":140}","{""CLASS"":""Vests""}"
HVB_Img_008.jpg,68196,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""rect"",""x"":226,""y"":94,""width"":101,""height"":134}","{""CLASS"":""Vests""}"
HVB_Img_008.jpg,68196,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""rect"",""x"":239,""y"":429,""width"":100,""height"":56}","{""CLASS"":""Boots""}"
HVB_Img_008.jpg,68196,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""rect"",""x"":100,""y"":384,""width"":113,""height"":95}","{""CLASS"":""Boots""}"
HVB_Img_009.jpg,70789,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":296,""y"":266,""width"":44,""height"":33}","{""CLASS"":""HardHat""}"
HVB_Img_009.jpg,70789,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":288,""y"":309,""width"":65,""height"":70}","{""CLASS"":""Vests""}"
HVB_Img_009.jpg,70789,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":192,""y"":262,""width"":72,""height"":68}","{""CLASS"":""Vests""}"
HVB_Img_009.jpg,70789,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":267,""y"":436,""width"":83,""height"":52}","{""CLASS"":""Boots""}"
HVB_Img_010.jpg,198869,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":711,""y"":313,""width"":164,""height"":127}","{""CLASS"":""HardHat""}"
HVB_Img_010.jpg,198869,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":1197,""y"":132,""width"":188,""height"":110}","{""CLASS"":""HardHat""}"
HVB_Img_010.jpg,198869,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":1248,""y"":752,""width"":134,""height"":97}","{""CLASS"":""Boots""}"
HVB_Img_011.jpg,49829,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":180,""y"":53,""width"":66,""height"":64}","{""CLASS"":""HardHat""}"
HVB_Img_011.jpg,49829,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":153,""y"":103,""width"":95,""height"":105}","{""CLASS"":""Vests""}"
HVB_Img_011.jpg,49829,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":211,""y"":324,""width"":56,""height"":72}","{""CLASS"":""Boots""}"
